"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2016-17","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","2.8","0","20","20","20","0","20","0","20","0","0","0","0","0","5","86092","  1"
"2016-17","Spring","MINE","3544","Mineral Processing Laboratory","Yazgan","3.2","20","0","20","40","20","0","0","0","0","0","0","0","0","5","16030","  1"
"2017-18","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","3.2","20","0","20","40","20","0","0","0","0","0","0","0","2","5","86271","  1"
"2017-18","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","3.26","20","20","20","20","0","20","0","0","0","0","0","0","0","5","86272","  1"
"2017-18","Spring","ECE","3354","Power Laboratory","Cooper","3.06","0","20","40","0","20","20","0","0","0","0","0","0","0","5","12957","  1"
"2017-18","Spring","ESM","3064","Mech Behavior Matls Lab","Aning","3.2","20","0","20","40","20","0","0","0","0","0","0","0","0","5","14264","  1"
"2017-18","Spring","MSE","3064","Mech Behavior Matls Lab","Aning","2.54","0","20","0","40","0","0","20","0","0","20","0","0","0","5","16437","  1"
"2017-18","Spring","MSE","4984","SS: Adv Lab:Ceramic & Glass","Suchicital","3.8","60","20","20","0","0","0","0","0","0","0","0","0","0","5","19753","  1"
"2018-19","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","3.34","40","20","20","0","0","0","0","20","0","0","0","0","0","5","80350","  1"
"2018-19","Fall","ESM","3064","Mech Behavior Matls Lab","Aidi","3.6","60","0","0","40","0","0","0","0","0","0","0","0","0","5","84308","  1"
"2018-19","Fall","CS","2304","Self Study Prog Sys","Lohani","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","90985","  1"
"2019-20","Fall","AOE","4105","Experiments for AE Design","Coutier-Delgosha","3.3","0","0","100","0","0","0","0","0","0","0","0","0","0","5","80352","  1"
"2019-20","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","2.68","0","0","0","40","40","0","20","0","0","0","0","0","0","5","80362","  1"
"2019-20","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","1.94","0","20","0","0","20","20","0","0","0","20","0","20","0","5","80364","  1"
"2019-20","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","2.88","0","40","0","20","0","0","40","0","0","0","0","0","0","5","87559","  1"
"2019-20","Spring","AOE","4206","Exper for Ocean Vehicle Design","Alexander","3.26","0","20","40","40","0","0","0","0","0","0","0","0","0","5","20478","  1"
"2019-20","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","20493","  1"
"2020-21","Fall","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.68","20","60","20","0","0","0","0","0","0","0","0","0","0","5","83366","  1"
"2020-21","Fall","ECE","3354","Power Laboratory","Cooper","3","20","20","20","20","0","0","0","0","0","20","0","0","0","5","83368","  1"
"2020-21","Fall","ECE","3354","Power Laboratory","Cooper","2.88","20","40","0","0","0","20","0","0","0","0","20","0","0","5","83369","  1"
"2020-21","Fall","ESM","3064","Mech Behavior Matls Lab","Galitz","3.14","60","20","0","0","0","0","0","0","0","0","0","20","0","5","84784","  1"
"2020-21","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","3.18","0","0","60","40","0","0","0","0","0","0","0","0","0","5","88390","  1"
"2020-21","Fall","MSE","4075","Senior Design Laboratory","Aning","3.74","40","40","20","0","0","0","0","0","0","0","0","0","0","5","88397","  1"
"2020-21","Spring","AOE","4206","Exper for Ocean Vehicle Design","Alexander","3.48","20","40","20","0","20","0","0","0","0","0","0","0","0","5","10430","  1"
"2020-21","Spring","ECE","4284","Power Electronics Laboratory","Cvetkovic","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","13573","  1"
"2021-22","Fall","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.82","40","60","0","0","0","0","0","0","0","0","0","0","0","5","83465","  1"
"2021-22","Spring","NSEG","5944","Nuclear Eng Graduate Seminar","Hin","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","22683","  1"
"2022-23","Fall","MSE","4424","Materials Laboratory II","Suchicital","2.6","20","0","20","0","0","0","40","20","0","0","0","0","0","5","88122","  1"
"2022-23","Spring","NSEG","5944","Nuclear Eng Graduate Seminar","Hin","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","18623","  1"
"2023-24","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","3.12","0","0","60","20","20","0","0","0","0","0","0","0","0","5","80465","  1"
"2023-24","Fall","ENGE","2994","UR: Undergrad Rsrch - GrayUR","Gray","3.8","80","0","0","20","0","0","0","0","0","0","0","0","0","5","84786","  1"
"2023-24","Fall","MSE","3064","Mech Behavior Matls Lab","Aidi","3.94","80","20","0","0","0","0","0","0","0","0","0","0","0","5","88093","  1"
"2023-24","Fall","MSE","3064","Mech Behavior Matls Lab","McCord","3.94","80","20","0","0","0","0","0","0","0","0","0","0","0","5","88093","  1"
"2023-24","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","3.86","80","0","20","0","0","0","0","0","0","0","0","0","0","5","88101","  1"
"2023-24","Fall","MSE","4424","Materials Laboratory II","Suchicital","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","88138","  1"
"2016-17","Fall","ESM","3064","Mech Behavior Matls Lab","Davison","2.83","16.7","16.7","16.7","16.7","0","16.7","0","0","0","0","16.7","0","0","6","83922","  1"
"2016-17","Fall","MSE","2014","Materials Eng Transition","Galitz","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","86072","  1"
"2016-17","Fall","MSE","2014","Materials Eng Transition","Weinstein","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","86072","  1"
"2016-17","Spring","ESM","3064","Mech Behavior Matls Lab","Davison","2.9","0","16.7","0","33.3","33.3","16.7","0","0","0","0","0","0","0","6","14077","  1"
"2016-17","Spring","ECE","4374","Pwr Syst Prot Lab","De La Reelopez","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","18290","  1"
"2016-17","Spring","MSE","4984","SS: Adv Lab-Elec, Mag, & Optic","Staley","3.83","66.7","16.7","16.7","0","0","0","0","0","0","0","0","0","0","6","19488","  1"
"2017-18","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","2.82","0","16.7","66.7","0","0","0","0","0","0","0","0","16.7","0","6","80387","  1"
"2017-18","Fall","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","82720","  1"
"2017-18","Fall","ECE","3354","Power Laboratory","Cooper","2.33","0","0","16.7","16.7","16.7","0","16.7","16.7","16.7","0","0","0","0","6","82766","  1"
"2017-18","Fall","ESM","3064","Mech Behavior Matls Lab","Aidi","3.43","66.7","0","0","0","0","33.3","0","0","0","0","0","0","0","6","84049","  1"
"2017-18","Fall","CEE","5984","SS:Fndmntls of Steel Conn Dsgn","Eatherton","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","90280","  1"
"2017-18","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.62","50","16.7","16.7","0","16.7","0","0","0","0","0","0","0","0","6","12952","  1"
"2017-18","Spring","MSE","4984","SS: Adv Lab:Corrosion & Degrad","Corcoran","3.2","0","0","66.7","33.3","0","0","0","0","0","0","0","0","0","6","20295","  1"
"2017-18","Spring","MSE","4984","SS: Adv Lab:Corrosion & Degrad","Pickrell","3.2","0","0","66.7","33.3","0","0","0","0","0","0","0","0","0","6","20295","  1"
"2017-18","Spring","MSE","4984","SS: Adv Lab:Corrosion & Degrad","Tallon Galdeano","3.2","0","0","66.7","33.3","0","0","0","0","0","0","0","0","0","6","20295","  1"
"2017-18","Spring","MSE","4984","SS: Adv Lab:Corrosion & Degrad","Yasuda","3.2","0","0","66.7","33.3","0","0","0","0","0","0","0","0","0","6","20295","  1"
"2018-19","Fall","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.55","50","16.7","16.7","0","0","16.7","0","0","0","0","0","0","0","6","82936","  1"
"2018-19","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","3.23","16.7","16.7","0","50","16.7","0","0","0","0","0","0","0","0","6","86625","  1"
"2018-19","Fall","MSE","4424","Materials Laboratory II","Suchicital","3.1","0","0","50","33.3","16.7","0","0","0","0","0","0","0","0","6","86663","  1"
"2018-19","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","13081","  1"
"2018-19","Spring","ECE","3354","Power Laboratory","Cooper","3.23","0","50","0","33.3","0","16.7","0","0","0","0","0","0","0","6","13092","  1"
"2018-19","Spring","MSE","4434","Ceramic & Glass Matls Lab","Suchicital","3.57","0","66.7","33.3","0","0","0","0","0","0","0","0","0","0","6","20292","  1"
"2018-19","Spring","ECE","4584","Robotics Laboratory","Ben-Tzvi","2.4","33.3","0","0","16.7","0","0","0","33.3","0","0","0","16.7","0","6","20372","  1"
"2018-19","Spring","ME","6984","SS: ME Prof Prep  Seminar","Eskandarian","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","20647","  1"
"2019-20","Fall","ECE","2274","Elctrnc Netwks Lab I","Ngo","3.72","83.3","0","0","0","0","16.7","0","0","0","0","0","0","0","6","83087","  1"
"2019-20","Fall","ECE","2274","Elctrnc Netwks Lab I","Poon","3.72","83.3","0","0","0","0","16.7","0","0","0","0","0","0","0","6","83087","  1"
"2019-20","Fall","ECE","2274","Elctrnc Netwks Lab I","Sarker","3.72","83.3","0","0","0","0","16.7","0","0","0","0","0","0","0","6","83087","  1"
"2019-20","Fall","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","83125","  1"
"2019-20","Fall","MSE","2014","Materials Eng Transition","Evans","3.1","33.3","0","33.3","0","0","16.7","0","16.7","0","0","0","0","0","6","87537","  1"
"2019-20","Spring","ESM","3064","Mech Behavior Matls Lab","Aidi","2.78","16.7","16.7","0","50","0","0","0","0","0","0","0","16.7","0","6","14739","  1"
"2020-21","Fall","CS","2304","Self Study Prog Sys","Cao","3.33","83.3","0","0","0","0","0","0","0","0","0","0","16.7","0","6","82989","  1"
"2020-21","Fall","ESM","2014","Professnl Dvlpmnt Seminar ESM","Arena","2.33","33.3","0","0","33.3","0","0","0","0","0","0","0","33.3","0","6","84741","  1"
"2020-21","Fall","MSE","3064","Mech Behavior Matls Lab","Galitz","3.28","66.7","16.7","0","0","0","0","0","0","0","0","0","16.7","0","6","88378","  1"
"2020-21","Spring","MSE","3064","Mech Behavior Matls Lab","Aning","2.72","33.3","16.7","0","0","0","0","16.7","0","33.3","0","0","0","0","6","18113","  1"
"2020-21","Spring","ENGE","2984","SS: Intro to Restricted Rsrch","Michaels","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","21679","  1"
"2021-22","Fall","ENGE","2974","Independent Study","Gray","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","84423","  1"
"2021-22","Fall","MSE","2014","Materials Eng Transition","Burgoyne","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","88667","  1"
"2021-22","Fall","AOE","2994","Undergraduate Research","Shinpaugh","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","91502","  1"
"2021-22","Spring","ECE","3354","Power Laboratory","Yu","1.95","0","0","0","16.7","16.7","16.7","16.7","16.7","0","0","0","16.7","0","6","13668","  1"
"2022-23","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","3.33","16.7","16.7","16.7","50","0","0","0","0","0","0","0","0","0","6","80463","  1"
"2022-23","Fall","MSE","3064","Mech Behavior Matls Lab","Galitz","3.05","0","33.3","33.3","0","0","16.7","16.7","0","0","0","0","0","0","6","88076","  1"
"2023-24","Fall","ECE","2994","Undergraduate Research","Sterne","2.95","66.7","0","0","0","0","0","0","0","0","16.7","16.7","0","0","6","83699","  1"
"2016-17","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","3.34","14.3","28.6","28.6","0","28.6","0","0","0","0","0","0","0","1","7","80383","  1"
"2016-17","Fall","ESM","3064","Mech Behavior Matls Lab","Davison","3.86","85.7","0","0","14.3","0","0","0","0","0","0","0","0","0","7","83921","  1"
"2016-17","Fall","MINE","3514","Rock Mechanics Laboratory","Karfakis","2.16","0","0","0","14.3","14.3","14.3","14.3","42.9","0","0","0","0","0","7","85946","  1"
"2016-17","Fall","MSE","4424","Materials Laboratory II","Suchicital","3.44","28.6","42.9","0","0","14.3","14.3","0","0","0","0","0","0","0","7","86123","  1"
"2016-17","Spring","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.61","57.1","0","14.3","28.6","0","0","0","0","0","0","0","0","1","7","12766","  1"
"2016-17","Spring","ECE","5914","Autonomous Systems Seminar","Kurdila","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","13019","  1"
"2017-18","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","3.43","14.3","28.6","28.6","28.6","0","0","0","0","0","0","0","0","0","7","80389","  1"
"2017-18","Fall","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.87","57.1","42.9","0","0","0","0","0","0","0","0","0","0","0","7","82761","  1"
"2017-18","Spring","CS","2304","Self Study Prog Sys","Charles","3.96","85.7","14.3","0","0","0","0","0","0","0","0","0","0","3","7","12705","  1"
"2017-18","Spring","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.59","57.1","14.3","0","0","28.6","0","0","0","0","0","0","0","0","7","12916","  1"
"2017-18","Spring","MSE","3064","Mech Behavior Matls Lab","Galitz","2.94","42.9","0","14.3","14.3","0","14.3","0","0","0","0","0","14.3","0","7","16434","  1"
"2017-18","Spring","MSE","4984","SS: Adv Lab:Corrosion & Degrad","Staley","3.04","28.6","0","28.6","28.6","0","0","0","0","0","0","14.3","0","0","7","19752","  1"
"2018-19","Fall","AOE","4154","Aero Engr Lab","Rathod","2.79","0","0","57.1","14.3","0","14.3","0","0","0","14.3","0","0","0","7","80338","  1"
"2018-19","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","3.19","14.3","14.3","28.6","14.3","14.3","14.3","0","0","0","0","0","0","0","7","80352","  1"
"2018-19","Fall","MSE","2014","Materials Eng Transition","Scott","3.8","71.4","0","28.6","0","0","0","0","0","0","0","0","0","0","7","86607","  1"
"2018-19","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","3.06","0","28.6","14.3","28.6","14.3","0","14.3","0","0","0","0","0","0","7","86626","  1"
"2018-19","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.57","42.9","14.3","28.6","0","14.3","0","0","0","0","0","0","0","0","7","13079","  1"
"2018-19","Spring","ME","4584","Robotics Laboratory","Ben-Tzvi","2.81","14.3","28.6","14.3","0","14.3","0","0","0","14.3","14.3","0","0","0","7","19444","  1"
"2019-20","Fall","CEE","4974","Independent Study","Scardina","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","81870","  1"
"2019-20","Fall","ENGR","2044","Second Year Hypatia Seminar","Arnold-Christian","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","84377","  1"
"2019-20","Spring","CEE","4974","Independent Study","Scardina","3.96","85.7","14.3","0","0","0","0","0","0","0","0","0","0","0","7","11998","  1"
"2019-20","Spring","MSE","3064","Mech Behavior Matls Lab","Aidi","3.51","28.6","14.3","42.9","14.3","0","0","0","0","0","0","0","0","0","7","17493","  1"
"2021-22","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","3.67","28.6","42.9","28.6","0","0","0","0","0","0","0","0","0","0","7","80433","  1"
"2021-22","Fall","ECE","3354","Power Laboratory","Cooper","2.04","14.3","0","0","14.3","0","14.3","14.3","14.3","14.3","0","0","14.3","0","7","83470","  1"
"2021-22","Fall","ECE","4664","Analog/Dig Comm Lab","Buehrer","3.96","85.7","14.3","0","0","0","0","0","0","0","0","0","0","0","7","83508","  1"
"2021-22","Spring","AOE","2974","Independent Study","Kuester","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","10373","  1"
"2021-22","Spring","BMES","4994","Undergraduate Research","Munson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","11845","  1"
"2021-22","Spring","MSE","3064","Mech Behavior Matls Lab","Aning","3.71","85.7","0","0","0","0","0","14.3","0","0","0","0","0","2","7","17906","  1"
"2022-23","Fall","ECE","3354","Power Laboratory","Yu","2.27","0","0","14.3","28.6","0","28.6","0","0","14.3","0","14.3","0","0","7","83639","  1"
"2022-23","Spring","AOE","4206","Exper for Ocean Vehicle Design","Alexander","3.54","28.6","42.9","0","14.3","14.3","0","0","0","0","0","0","0","0","7","10462","  1"
"2022-23","Spring","MSE","3064","Mech Behavior Matls Lab","Galitz","3.61","57.1","14.3","14.3","0","0","14.3","0","0","0","0","0","0","0","7","18153","  1"
"2023-24","Fall","BMES","4994","Undergraduate Research","Arena","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","81981","  1"
"2023-24","Fall","ECE","3274","Elctrnc Circuits Lab II","Baumann","3.06","28.6","0","14.3","0","42.9","0","14.3","0","0","0","0","0","0","7","83712","  1"
"2023-24","Fall","MSE","3064","Mech Behavior Matls Lab","Aidi","3.47","57.1","14.3","14.3","0","0","0","0","0","14.3","0","0","0","0","7","88092","  1"
"2023-24","Fall","MSE","3064","Mech Behavior Matls Lab","McCord","3.47","57.1","14.3","14.3","0","0","0","0","0","14.3","0","0","0","0","7","88092","  1"
"2016-17","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","2.74","0","12.5","25","12.5","12.5","25","0","0","12.5","0","0","0","0","8","80382","  1"
"2016-17","Fall","AOE","5914","Autonomous Systems Seminar","Kurdila","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","80448","  1"
"2016-17","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","2.83","12.5","0","12.5","37.5","12.5","12.5","0","0","12.5","0","0","0","0","8","86094","  1"
"2016-17","Fall","MSE","4424","Materials Laboratory II","Suchicital","2.46","0","12.5","12.5","0","12.5","12.5","37.5","12.5","0","0","0","0","0","8","86125","  1"
"2016-17","Spring","AOE","5914","Autonomous Systems Seminar","Kurdila","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","10446","  1"
"2016-17","Spring","MSE","3064","Mech Behavior Matls Lab","Davison","3.28","25","0","37.5","25","0","12.5","0","0","0","0","0","0","0","8","16166","  1"
"2016-17","Spring","MSE","3064","Mech Behavior Matls Lab","Galitz","3.34","37.5","25","0","0","12.5","25","0","0","0","0","0","0","0","8","16167","  1"
"2016-17","Spring","MSE","4984","SS: Adv Lab-Ceramic & Glass","Staley","3.96","87.5","12.5","0","0","0","0","0","0","0","0","0","0","0","8","19486","  1"
"2017-18","Fall","AOE","4154","Aero Engr Lab","Borgoltz","3.33","25","12.5","25","25","0","12.5","0","0","0","0","0","0","0","8","80382","  1"
"2017-18","Fall","ESM","3034","Fluid Mechanics Laboratory","Johnson","3.44","0","62.5","0","37.5","0","0","0","0","0","0","0","0","0","8","84044","  1"
"2017-18","Fall","ESM","3064","Mech Behavior Matls Lab","Aidi","3.74","62.5","0","37.5","0","0","0","0","0","0","0","0","0","0","8","84048","  1"
"2017-18","Fall","MINE","3514","Rock Mechanics Laboratory","Karfakis","3.2","12.5","12.5","37.5","25","0","0","12.5","0","0","0","0","0","0","8","86115","  1"
"2017-18","Spring","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.66","75","0","12.5","0","0","0","12.5","0","0","0","0","0","0","8","12918","  1"
"2017-18","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.84","87.5","0","0","0","12.5","0","0","0","0","0","0","0","0","8","12950","  1"
"2017-18","Spring","MINE","3544","Mineral Processing Laboratory","Noble","3.22","25","37.5","0","12.5","0","0","12.5","12.5","0","0","0","0","0","8","16279","  1"
"2018-19","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","3","0","0","25","50","25","0","0","0","0","0","0","0","0","8","80351","  1"
"2018-19","Fall","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.63","37.5","25","25","12.5","0","0","0","0","0","0","0","0","0","8","82940","  1"
"2018-19","Fall","ECE","3354","Power Laboratory","Cooper","2.71","0","12.5","12.5","25","12.5","12.5","12.5","12.5","0","0","0","0","0","8","82985","  1"
"2018-19","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.64","37.5","37.5","12.5","0","12.5","0","0","0","0","0","0","0","1","8","13080","  1"
"2019-20","Fall","AOE","4105","Experiments for AE Design","Coutier-Delgosha","3.35","50","0","0","0","50","0","0","0","0","0","0","0","0","8","80350","  1"
"2019-20","Spring","ECE","3174","Optoelectronics Laboratory","Zhou","3.76","37.5","50","12.5","0","0","0","0","0","0","0","0","0","0","8","13377","  1"
"2019-20","Spring","MINE","3544","Mineral Processing Laboratory","Koermer","3.38","25","25","25","0","12.5","12.5","0","0","0","0","0","0","0","8","17324","  1"
"2019-20","Spring","MSE","3064","Mech Behavior Matls Lab","Galitz","3.38","62.5","12.5","12.5","0","0","0","0","0","0","0","0","12.5","0","8","17494","  1"
"2019-20","Spring","MSE","3314","Materials Laboratory I","Staley","3.24","0","12.5","50","37.5","0","0","0","0","0","0","0","0","0","8","17499","  1"
"2019-20","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","20492","  1"
"2019-20","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","20494","  1"
"2019-20","Spring","ECE","3354","Power Laboratory","Cooper","3.88","75","12.5","12.5","0","0","0","0","0","0","0","0","0","0","8","21454","  1"
"2020-21","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3","12.5","12.5","37.5","12.5","0","0","0","25","0","0","0","0","0","8","13556","  1"
"2020-21","Spring","ECE","3354","Power Laboratory","Cooper","3.17","25","12.5","12.5","12.5","25","0","12.5","0","0","0","0","0","0","8","13562","  1"
"2020-21","Spring","MINE","3544","Mineral Processing Laboratory","Koermer","3.46","37.5","25","0","25","0","12.5","0","0","0","0","0","0","0","8","17946","  1"
"2021-22","Spring","CS","2304","TS:  Prog Sys C++","Cao","3.71","62.5","12.5","0","25","0","0","0","0","0","0","0","0","1","8","13220","  1"
"2021-22","Spring","MSE","3064","Mech Behavior Matls Lab","Aidi","3.08","25","0","25","12.5","12.5","12.5","12.5","0","0","0","0","0","0","8","17908","  1"
"2021-22","Spring","MINE","1984","SS: Automation in Mining Ind","Ripepi","3.88","87.5","0","0","12.5","0","0","0","0","0","0","0","0","0","8","22143","  1"
"2022-23","Fall","ECE","3274","Elctrnc Circuits Lab II","Sarker","3.41","12.5","25","37.5","25","0","0","0","0","0","0","0","0","0","8","83636","  1"
"2022-23","Fall","ECE","4664","Analog/Dig Comm Lab","Buehrer","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","83683","  1"
"2022-23","Fall","MSE","3324","Elementary Metal Casting Lab","Druschitz","2.76","0","25","12.5","12.5","12.5","12.5","0","25","0","0","0","0","1","8","88087","  1"
"2022-23","Spring","AOE","2994","Undergraduate Research","Artis","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","10406","  1"
"2023-24","Fall","AOE","2994","Undergraduate Research","Sterne","3.59","37.5","37.5","12.5","0","0","12.5","0","0","0","0","0","0","0","8","80426","  1"
"2023-24","Fall","NSEG","5944","Nuclear Eng Graduate Seminar","Haghighat","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","88526","  1"
"2016-17","Fall","AOE","4254","Ocean Engineering Laboratory","Alexander","3.21","11.1","11.1","33.3","33.3","0","11.1","0","0","0","0","0","0","0","9","80384","  1"
"2016-17","Fall","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.46","44.4","33.3","0","0","0","11.1","0","11.1","0","0","0","0","0","9","82606","  1"
"2016-17","Fall","ESM","3034","Fluid Mechanics Laboratory","Johnson","3.27","0","44.4","22.2","22.2","0","0","11.1","0","0","0","0","0","0","9","83916","  1"
"2016-17","Fall","ESM","3034","Fluid Mechanics Laboratory","Staples","3.93","77.8","22.2","0","0","0","0","0","0","0","0","0","0","0","9","83917","  1"
"2016-17","Spring","ECE","3354","Power Laboratory","Cooper","3.16","11.1","33.3","0","22.2","11.1","22.2","0","0","0","0","0","0","0","9","12810","  1"
"2016-17","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.44","22.2","22.2","22.2","33.3","0","0","0","0","0","0","0","0","0","9","18238","  1"
"2016-17","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.42","11.1","55.6","0","22.2","0","11.1","0","0","0","0","0","0","0","9","18240","  1"
"2016-17","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.27","22.2","22.2","11.1","33.3","0","0","0","11.1","0","0","0","0","0","9","18241","  1"
"2017-18","Fall","AOE","4154","Aero Engr Lab","Borgoltz","2.64","0","11.1","11.1","11.1","33.3","11.1","0","22.2","0","0","0","0","0","9","80384","  1"
"2017-18","Fall","ESM","3034","Fluid Mechanics Laboratory","Johnson","3.23","0","33.3","0","66.7","0","0","0","0","0","0","0","0","0","9","84045","  1"
"2017-18","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.67","44.4","22.2","22.2","11.1","0","0","0","0","0","0","0","0","0","9","12948","  1"
"2017-18","Spring","CEE","1984","SS: Infrastructure&the Blt Env","Katz","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","19679","  1"
"2018-19","Fall","ECE","2274","Elctrnc Netwks Lab I","Cooper","3.29","11.1","11.1","44.4","22.2","11.1","0","0","0","0","0","0","0","0","9","82935","  1"
"2018-19","Fall","MSE","4424","Materials Laboratory II","Suchicital","3.2","0","33.3","0","55.6","11.1","0","0","0","0","0","0","0","0","9","86661","  1"
"2018-19","Spring","ME","4584","Robotics Laboratory","Ben-Tzvi","3.31","11.1","33.3","11.1","22.2","22.2","0","0","0","0","0","0","0","0","9","19006","  1"
"2019-20","Fall","ECE","3354","Power Laboratory","Cooper","3.19","22.2","22.2","22.2","22.2","0","0","0","0","0","0","11.1","0","0","9","83130","  1"
"2019-20","Fall","CS","2304","Self Stdy-Intro Blockchain Sys","Cameron","2","33.3","0","0","0","0","0","22.2","0","0","22.2","0","22.2","2","9","91697","  1"
"2019-20","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","13386","  1"
"2019-20","Spring","MSE","4434","Ceramic & Glass Matls Lab","Suchicital","3.97","88.9","11.1","0","0","0","0","0","0","0","0","0","0","0","9","17539","  1"
"2020-21","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","3.3","22.2","33.3","11.1","22.2","0","0","0","0","11.1","0","0","0","0","9","80411","  1"
"2020-21","Fall","AOE","4205","Exper for Ocean Vehicle Design","Alexander","3.39","33.3","55.6","0","0","0","0","0","0","0","0","0","11.1","0","9","80412","  1"
"2020-21","Fall","CS","2304","Self Study Prog Sys","Charles","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","82990","  1"
"2020-21","Fall","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.41","44.4","22.2","11.1","0","0","11.1","0","11.1","0","0","0","0","0","9","83365","  1"
"2020-21","Spring","ECE","3274","Elctrnc Circuits Lab II","Cooper","3.49","33.3","33.3","22.2","0","0","0","0","11.1","0","0","0","0","0","9","13554","  1"
